EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
DC,DC,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
EM,EM,EM,EM,EM,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU,IU
