EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
EM,EM,EM,EM,EM,IU,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,IU,IU,IU,CL,EM,EM
